name,gcode,diag_sym_type,inv,bar,invbar,r3_orbit,phi_sym,same_phi,cable_arr_poly,same_cable_arr_poly,outPoly,same_outpoly,sameflatknot
6.11,O1O2O3O4O5O6U1U2U6U4U5U3,"[0, 1, 0]",O1O2O3O4O5O6U4U2U3U1U5U6,Same,O1O2O3O4O5O6U4U2U3U1U5U6,{'O1O2O3O4O5O6U1U2U6U4U5U3'},"[-5, -3, 1, 2, 2, 3, 1, 3, 2, 5, 4, 2, 1, 4, 3, 0, 1, 1, 0, 0, 1]",['6.11'],-512*K1**2*K2**4 + 384*K1**2*K2**3 - 2304*K1**2*K2**2 + 1312*K1**2*K2 - 64*K1**2*K4**2 - 1048*K1**2 + 704*K1*K2**3*K3 + 2080*K1*K2*K3 + 336*K1*K3*K4 + 144*K1*K4*K5 - 128*K2**6*K4**2 + 512*K2**6*K4 - 1216*K2**6 + 128*K2**4*K4**3 - 576*K2**4*K4**2 + 1600*K2**4*K4 - 2208*K2**4 + 64*K2**3*K3*K5 + 64*K2**3*K4*K6 - 448*K2**2*K3**2 - 32*K2**2*K4**4 + 128*K2**2*K4**3 - 952*K2**2*K4**2 + 1640*K2**2*K4 - 64*K2**2*K5**2 + 58*K2**2 + 272*K2*K3*K5 + 232*K2*K4*K6 + 16*K2*K5*K7 - 736*K3**2 - 16*K4**4 - 572*K4**2 - 136*K5**2 - 2*K6**2 + 1338,['6.11'],t^{7} + 140 t^{5} + 221 t^{3},['6.11'],"['6.74001', '6.74005', '6.74527', '6.74530', '6.75998', '6.76740', '6.76746', '6.78975', '6.79525', '6.79532', '6.80969', '6.80973', '6.83027', '6.83636', '6.83960', '6.85201', '6.85205', '6.85284', '6.85288', '6.86560', '6.87482', '6.89295', '6.89299', '6.89824']"
6.12,O1O2O3O4O5O6U1U2U6U5U4U3,"[0, 1, 0]",O1O2O3O4O5O6U4U3U2U1U5U6,Same,O1O2O3O4O5O6U4U3U2U1U5U6,{'O1O2O3O4O5O6U1U2U6U5U4U3'},"[-5, -3, 2, 2, 2, 2, 1, 2, 3, 4, 5, 1, 2, 3, 4, 0, 0, 0, 0, 0, 0]",['6.12'],160*K1*K2*K3 - 2*K10**2 + 8*K10*K2*K8 - 128*K2**4 + 256*K2**3*K3*K5 - 448*K2**2*K3**2 - 320*K2**2*K5**2 - 8*K2**2*K8**2 - 196*K2**2 + 896*K2*K3*K5 + 96*K2*K5*K7 + 8*K2*K6*K8 - 328*K3**2 + 16*K3*K5*K8 - 328*K5**2 - 2*K6**2 - 12*K8**2 + 330,['6.12'],t^{7} + 135 t^{5} + 200 t^{3},['6.12'],"['6.74007', '6.74009', '6.74533', '6.74536', '6.76008', '6.76750', '6.76754', '6.78983', '6.80975', '6.80976', '6.83032', '6.83712', '6.83965', '6.85088', '6.85096', '6.86643', '6.87487', '6.87836', '6.89161', '6.89829']"
6.13,O1O2O3O4O5O6U1U3U2U4U6U5,"[0, 1, 0]",O1O2O3O4O5O6U2U1U3U5U4U6,Same,O1O2O3O4O5O6U2U1U3U5U4U6,{'O1O2O3O4O5O6U1U3U2U4U6U5'},"[-5, -2, -2, 1, 4, 4, 1, 2, 3, 4, 5, 0, 1, 2, 3, 2, 3, 4, 1, 2, 0]",['6.13'],-192*K1**3*K3 + 1584*K1**2*K2 - 1216*K1**2*K3**2 - 192*K1**2*K3*K5 - 64*K1**2*K6**2 - 2488*K1**2 - 448*K1*K2**2*K3 + 512*K1*K2*K3**3 - 256*K1*K2*K3*K4 + 64*K1*K2*K3*K6**2 - 192*K1*K2*K3*K6 + 2400*K1*K2*K3 - 192*K1*K3**2*K5 - 64*K1*K3*K4*K6 + 1680*K1*K3*K4 + 416*K1*K4*K5 + 48*K1*K5*K6 + 80*K1*K6*K7 - 2*K10**2 + 8*K10*K4*K6 - 128*K2**4 - 384*K2**2*K3**2 + 480*K2**2*K4 - 32*K2**2*K6**2 - 1666*K2**2 - 64*K2*K3**2*K4 - 64*K2*K3*K4*K5 + 656*K2*K3*K5 + 72*K2*K4*K6 + 32*K2*K5*K7 - 640*K3**4 - 64*K3**2*K4**2 - 64*K3**2*K6**2 + 528*K3**2*K6 - 1168*K3**2 + 96*K3*K4*K7 + 16*K3*K6*K9 - 8*K4**2*K6**2 - 700*K4**2 - 312*K5**2 - 84*K6**2 - 48*K7**2 + 2058,['6.13'],t^{7} + 169 t^{5} + 174 t^{3} + 4 t,['6.13'],"['6.82816', '6.82818', '6.82932', '6.82933', '6.82935', '6.82939', '6.83251', '6.83253', '6.83255', '6.83263', '6.86072', '6.86074', '6.86799', '6.86800', '6.86801', '6.86803', '6.89665', '6.89667', '6.90001', '6.90005']"
6.14,O1O2O3O4O5O6U1U3U2U5U6U4,"[0, 0, 0]",O1O2O3O4O5O6U3U1U2U5U4U6,O1O2O3O4O5O6U1U3U2U6U4U5,O1O2O3O4O5O6U2U3U1U5U4U6,{'O1O2O3O4O5O6U1U3U2U5U6U4'},"[-5, -2, -2, 2, 3, 4, 1, 2, 3, 5, 4, 0, 1, 3, 2, 2, 4, 3, 1, 1, 1]",['6.14'],96*K1**3*K2*K3 - 96*K1**3*K3 - 256*K1**2*K2**2*K3**2 - 864*K1**2*K2**2 + 384*K1**2*K2*K3**2 + 32*K1**2*K2*K3*K5 - 256*K1**2*K2*K4 + 1888*K1**2*K2 - 1184*K1**2*K3**2 - 96*K1**2*K3*K5 - 64*K1**2*K4**2 - 2716*K1**2 + 224*K1*K2**3*K3 + 1152*K1*K2**2*K3*K4 - 1216*K1*K2**2*K3 + 192*K1*K2**2*K4*K5 - 128*K1*K2**2*K5 - 1344*K1*K2*K3*K4 - 128*K1*K2*K3*K6 + 4376*K1*K2*K3 - 128*K1*K2*K4*K5 + 2232*K1*K3*K4 + 480*K1*K4*K5 + 40*K1*K5*K6 + 8*K1*K6*K7 + 8*K1*K7*K8 - 64*K2**4 + 64*K2**3*K3*K5 - 1648*K2**2*K3**2 + 32*K2**2*K3*K4*K7 - 32*K2**2*K3*K7 - 32*K2**2*K4**4 + 64*K2**2*K4**3 + 32*K2**2*K4**2*K8 - 944*K2**2*K4**2 - 32*K2**2*K4*K8 + 1736*K2**2*K4 - 128*K2**2*K5**2 - 8*K2**2*K6**2 - 32*K2**2*K7**2 - 8*K2**2*K8**2 - 2608*K2**2 - 96*K2*K3**2*K4 - 32*K2*K3*K4*K5 + 1592*K2*K3*K5 - 32*K2*K4**2*K6 + 376*K2*K4*K6 + 72*K2*K5*K7 + 24*K2*K6*K8 + 8*K2*K7*K9 - 2032*K3**2 + 16*K3*K4*K7 - 16*K4**4 + 24*K4**2*K8 - 1170*K4**2 - 388*K5**2 - 48*K6**2 - 32*K7**2 - 14*K8**2 + 2718,['6.14'],t^{7} + 163 t^{5} + 236 t^{3} + 8 t,['6.14'],"['6.81845', '6.81891', '6.82069', '6.82079', '6.82564', '6.82607', '6.82778', '6.82783', '6.82830', '6.82844', '6.82947', '6.83059', '6.83065', '6.83275', '6.83320', '6.83358', '6.83522', '6.84545', '6.84642', '6.84919', '6.84957', '6.85829', '6.86106', '6.86120', '6.86156', '6.86835', '6.88458', '6.88896', '6.89028', '6.89701', '6.89922', '6.90020']"
6.15,O1O2O3O4O5O6U1U3U2U6U5U4,"[0, 1, 0]",O1O2O3O4O5O6U3U2U1U5U4U6,Same,O1O2O3O4O5O6U3U2U1U5U4U6,{'O1O2O3O4O5O6U1U3U2U6U5U4'},"[-5, -2, -2, 3, 3, 3, 1, 2, 3, 4, 5, 0, 1, 2, 3, 2, 3, 4, 0, 0, 0]",['6.15'],-32*K1**2 + 336*K1*K2*K3 - 2*K10**2 + 8*K10*K2*K8 - 32*K2**4 + 64*K2**3*K3*K5 - 576*K2**2*K3**2 - 128*K2**2*K5**2 - 8*K2**2*K8**2 - 532*K2**2 + 1344*K2*K3*K5 + 48*K2*K5*K7 + 40*K2*K6*K8 - 568*K3**2 + 48*K3*K5*K8 - 536*K5**2 - 18*K6**2 - 44*K8**2 + 586,['6.15'],t^{7} + 158 t^{5} + 261 t^{3},['6.15'],"['6.81850', '6.81897', '6.82076', '6.82091', '6.82782', '6.82789', '6.82851', '6.82953', '6.83292', '6.83392', '6.83456', '6.84554', '6.84648', '6.84781', '6.84786', '6.86276', '6.86847', '6.88470', '6.88543', '6.90032']"
6.16,O1O2O3O4O5O6U1U3U4U2U6U5,"[0, 0, 0]",O1O2O3O4O5O6U2U1U5U3U4U6,O1O2O3O4O5O6U1U4U2U3U6U5,O1O2O3O4O5O6U2U1U4U5U3U6,{'O1O2O3O4O5O6U1U3U4U2U6U5'},"[-5, -2, -1, 0, 4, 4, 1, 3, 2, 4, 5, 1, 1, 2, 3, 1, 3, 4, 1, 2, 0]",['6.16'],128*K1**4*K2 - 864*K1**4 + 384*K1**3*K2*K3 - 576*K1**3*K3 - 256*K1**2*K2**2*K3**2 - 2384*K1**2*K2**2 + 96*K1**2*K2*K3**2 - 1312*K1**2*K2*K4 + 4712*K1**2*K2 - 352*K1**2*K3**2 - 64*K1**2*K3*K5 - 224*K1**2*K4**2 - 4068*K1**2 + 288*K1*K2**3*K3 + 1120*K1*K2**2*K3*K4 - 1184*K1*K2**2*K3 + 64*K1*K2**2*K4*K5 - 128*K1*K2**2*K5 + 64*K1*K2**2*K6*K7 + 32*K1*K2*K3**3 - 320*K1*K2*K3*K4 - 128*K1*K2*K3*K6 + 5184*K1*K2*K3 - 96*K1*K2*K4*K5 - 96*K1*K2*K4*K7 - 64*K1*K2*K5*K6 + 1944*K1*K3*K4 + 608*K1*K4*K5 + 8*K1*K5*K6 + 32*K1*K6*K7 - 72*K2**4 - 896*K2**2*K3**2 + 64*K2**2*K3*K4*K7 - 32*K2**2*K3*K7 - 32*K2**2*K4**4 + 64*K2**2*K4**3 + 32*K2**2*K4**2*K8 - 888*K2**2*K4**2 - 32*K2**2*K4*K8 + 1800*K2**2*K4 - 32*K2**2*K5**2 - 32*K2**2*K6**2 - 64*K2**2*K7**2 - 8*K2**2*K8**2 - 3378*K2**2 - 128*K2*K3**2*K4 - 96*K2*K3*K4*K5 + 680*K2*K3*K5 - 32*K2*K4**2*K6 + 472*K2*K4*K6 + 144*K2*K5*K7 + 16*K2*K6*K8 + 8*K3**2*K6 - 1852*K3**2 + 32*K3*K4*K7 - 16*K4**4 + 16*K4**2*K8 - 1214*K4**2 - 344*K5**2 - 54*K6**2 - 32*K7**2 - 4*K8**2 + 3360,['6.16'],t^{7} + 163 t^{5} + 155 t^{3} + 6 t,['6.16'],"['6.81843', '6.81893', '6.82065', '6.82083', '6.82561', '6.82611', '6.82776', '6.82785', '6.82836', '6.82848', '6.82946', '6.83054', '6.83063', '6.83285', '6.83322', '6.83360', '6.83521', '6.84539', '6.84640', '6.84909', '6.84953', '6.85821', '6.86096', '6.86130', '6.86152', '6.86837', '6.88452', '6.88885', '6.89032', '6.89685', '6.89933', '6.90012']"
6.17,O1O2O3O4O5O6U1U3U4U5U6U2,"[0, 0, 0]",O1O2O3O4O5O6U5U1U2U3U4U6,O1O2O3O4O5O6U1U6U2U3U4U5,O1O2O3O4O5O6U2U3U4U5U1U6,{'O1O2O3O4O5O6U1U3U4U5U6U2'},"[-5, -2, 0, 1, 2, 4, 1, 2, 5, 3, 4, 1, 3, 2, 3, 1, 1, 2, 1, 3, 1]",['6.17'],-96*K1**4 + 1024*K1**2*K2**7 - 3328*K1**2*K2**6 + 1152*K1**2*K2**5 + 192*K1**2*K2**4 + 32*K1**2*K2**3 - 672*K1**2*K2**2 + 752*K1**2*K2 - 32*K1**2*K3**2 - 632*K1**2 + 512*K1*K2**7*K3 + 1152*K1*K2**5*K3 - 96*K1*K2**3*K3 + 536*K1*K2*K3 + 96*K1*K3*K4 + 16*K1*K4*K5 + 8*K1*K5*K6 - 512*K2**10 + 512*K2**8*K4 - 896*K2**8 - 512*K2**6*K3**2 - 128*K2**6*K4**2 + 928*K2**6 + 128*K2**5*K3*K5 + 64*K2**4*K3**2 + 32*K2**4*K4**2 + 64*K2**4*K4 - 272*K2**4 - 32*K2**3*K3*K5 - 96*K2**2*K3**2 - 24*K2**2*K4**2 + 160*K2**2*K4 - 264*K2**2 + 48*K2*K3*K5 + 8*K2*K4*K6 - 192*K3**2 - 100*K4**2 - 24*K5**2 - 8*K6**2 + 498,['6.17'],t^{7} + 145 t^{5} + 70 t^{3},['6.17'],"['6.19908', '6.19910', '6.21123', '6.21126', '6.26811', '6.26819', '6.28601', '6.28604', '6.38245', '6.38253', '6.40359', '6.40370', '6.45108', '6.45116', '6.46977', '6.46980', '6.56678', '6.56682', '6.57749', '6.57756', '6.61049', '6.61065', '6.62333', '6.62339', '6.66375', '6.66377', '6.67127', '6.67134', '6.69030', '6.69032', '6.69825', '6.69827']"
6.18,O1O2O3O4O5O6U1U3U4U6U2U5,"[0, 0, 0]",O1O2O3O4O5O6U2U5U1U3U4U6,O1O2O3O4O5O6U1U5U2U3U6U4,O1O2O3O4O5O6U3U1U4U5U2U6,{'O1O2O3O4O5O6U1U3U4U6U2U5'},"[-5, -2, 0, 0, 3, 4, 1, 2, 4, 3, 5, 1, 2, 2, 3, 0, 1, 2, 2, 3, 0]",['6.18'],-2848*K1**4 + 1856*K1**3*K2*K3 + 32*K1**3*K3*K4 - 864*K1**3*K3 - 128*K1**2*K2**4 + 992*K1**2*K2**3 - 1088*K1**2*K2**2*K3**2 - 12064*K1**2*K2**2 + 192*K1**2*K2*K3**2 + 32*K1**2*K2*K3*K5 - 1856*K1**2*K2*K4 + 13792*K1**2*K2 - 1184*K1**2*K3**2 - 32*K1**2*K3*K5 - 144*K1**2*K4**2 - 8264*K1**2 + 256*K1*K2**3*K3**3 + 4960*K1*K2**3*K3 + 800*K1*K2**2*K3*K4 - 2656*K1*K2**2*K3 + 96*K1*K2**2*K4*K5 + 64*K1*K2**2*K5*K6 - 1408*K1*K2**2*K5 + 32*K1*K2**2*K6*K7 + 384*K1*K2*K3**3 - 512*K1*K2*K3*K4 - 128*K1*K2*K3*K6 + 13112*K1*K2*K3 - 224*K1*K2*K4*K5 - 32*K1*K2*K4*K7 - 32*K1*K2*K5*K6 + 2016*K1*K3*K4 + 296*K1*K4*K5 + 48*K1*K5*K6 + 16*K1*K6*K7 - 96*K2**6 - 768*K2**4*K3**2 - 32*K2**4*K4**2 + 416*K2**4*K4 - 32*K2**4*K6**2 - 4512*K2**4 + 608*K2**3*K3*K5 + 160*K2**3*K4*K6 + 32*K2**3*K5*K7 + 32*K2**3*K6*K8 - 160*K2**3*K6 - 128*K2**2*K3**4 - 3136*K2**2*K3**2 - 64*K2**2*K3*K7 - 800*K2**2*K4**2 - 32*K2**2*K4*K8 + 4248*K2**2*K4 - 288*K2**2*K5**2 - 136*K2**2*K6**2 - 32*K2**2*K7**2 - 8*K2**2*K8**2 - 5080*K2**2 + 1696*K2*K3*K5 + 472*K2*K4*K6 + 104*K2*K5*K7 + 32*K2*K6*K8 - 64*K3**4 - 3212*K3**2 - 1070*K4**2 - 244*K5**2 - 64*K6**2 - 16*K7**2 - 4*K8**2 + 6664,['6.18'],t^{7} + 145 t^{5} + 53 t^{3} + 4 t,['6.18'],"['6.73274', '6.73415', '6.74013', '6.74551', '6.75182', '6.75414', '6.76027', '6.76761', '6.78139', '6.78377', '6.78990', '6.79543', '6.79972', '6.80127', '6.80508', '6.80980', '6.81880', '6.82149', '6.82176', '6.82594', '6.83579', '6.83754', '6.84040', '6.84618', '6.84945', '6.85580', '6.85701', '6.85924', '6.86731', '6.87654', '6.88939', '6.89966']"
6.19,O1O2O3O4O5O6U1U3U4U6U5U2,"[0, 0, 0]",O1O2O3O4O5O6U5U2U1U3U4U6,O1O2O3O4O5O6U1U6U2U3U5U4,O1O2O3O4O5O6U3U2U4U5U1U6,{'O1O2O3O4O5O6U1U3U4U6U5U2'},"[-5, -2, 0, 1, 3, 3, 1, 2, 5, 3, 4, 1, 3, 2, 3, 1, 1, 2, 2, 2, 0]",['6.19'],-304*K1**4 + 640*K1**3*K2*K3 - 352*K1**3*K3 - 512*K1**2*K2**2*K3**2 - 2752*K1**2*K2**2 + 256*K1**2*K2*K3**2 + 32*K1**2*K2*K3*K5 - 320*K1**2*K2*K4 + 3472*K1**2*K2 - 1232*K1**2*K3**2 - 32*K1**2*K3*K5 - 3692*K1**2 + 1824*K1*K2**3*K3 + 352*K1*K2**2*K3*K4 - 1152*K1*K2**2*K3 + 64*K1*K2**2*K5*K6 - 384*K1*K2**2*K5 + 640*K1*K2*K3**3 - 384*K1*K2*K3*K4 - 352*K1*K2*K3*K6 + 6064*K1*K2*K3 - 64*K1*K2*K4*K5 - 32*K1*K2*K5*K6 + 1728*K1*K3*K4 + 128*K1*K4*K5 + 72*K1*K5*K6 - 512*K2**4*K3**2 - 32*K2**4*K6**2 - 888*K2**4 + 512*K2**3*K3*K5 + 64*K2**3*K4*K6 + 32*K2**3*K6*K8 - 256*K2**2*K3**4 + 224*K2**2*K3**2*K6 - 2000*K2**2*K3**2 - 64*K2**2*K3*K7 - 152*K2**2*K4**2 - 32*K2**2*K4*K8 + 1080*K2**2*K4 - 128*K2**2*K5**2 - 128*K2**2*K6**2 - 8*K2**2*K8**2 - 2652*K2**2 - 256*K2*K3**2*K4 + 1160*K2*K3*K5 + 336*K2*K4*K6 + 32*K2*K5*K7 + 32*K2*K6*K8 - 128*K3**4 + 160*K3**2*K6 - 2264*K3**2 - 714*K4**2 - 188*K5**2 - 132*K6**2 - 4*K8**2 + 3196,['6.19'],t^{7} + 140 t^{5} + 143 t^{3} + 5 t,['6.19'],"['6.19916', '6.19962', '6.21141', '6.21221', '6.26835', '6.26961', '6.28611', '6.28701', '6.38269', '6.38371', '6.40399', '6.40532', '6.45142', '6.45238', '6.46992', '6.47049', '6.56695', '6.56756', '6.57779', '6.57869', '6.61095', '6.61221', '6.62351', '6.62441', '6.66383', '6.66466', '6.67143', '6.67249', '6.69040', '6.69112', '6.69832', '6.69885']"
6.20,O1O2O3O4O5O6U1U3U5U2U6U4,"[0, 0, 0]",O1O2O3O4O5O6U3U1U5U2U4U6,O1O2O3O4O5O6U1U4U2U6U3U5,O1O2O3O4O5O6U2U4U1U5U3U6,{'O1O2O3O4O5O6U1U3U5U2U6U4'},"[-5, -2, -1, 1, 3, 4, 1, 3, 2, 5, 4, 1, 1, 3, 2, 1, 3, 3, 1, 1, 1]",['6.20'],-1072*K1**4 + 64*K1**3*K2*K3 + 32*K1**3*K3*K4 - 640*K1**3*K3 - 1248*K1**2*K2**2 + 96*K1**2*K2*K3**2 - 320*K1**2*K2*K4 + 5704*K1**2*K2 - 2416*K1**2*K3**2 - 256*K1**2*K3*K5 - 208*K1**2*K4**2 - 32*K1**2*K6**2 - 7260*K1**2 + 96*K1*K2**3*K3 - 896*K1*K2**2*K3 - 64*K1*K2**2*K5 + 64*K1*K2*K3**3 - 224*K1*K2*K3*K4 - 192*K1*K2*K3*K6 + 7888*K1*K2*K3 - 32*K1*K2*K4*K5 - 32*K1*K2*K5*K6 + 32*K1*K3**3*K4 + 4520*K1*K3*K4 + 560*K1*K4*K5 + 216*K1*K5*K6 + 64*K1*K6*K7 + 16*K1*K7*K8 - 2*K10**2 + 8*K10*K4*K6 - 208*K2**4 - 32*K2**3*K6 - 688*K2**2*K3**2 - 8*K2**2*K4**2 + 1144*K2**2*K4 - 8*K2**2*K6**2 - 5348*K2**2 - 160*K2*K3**2*K4 + 1128*K2*K3*K5 + 280*K2*K4*K6 + 40*K2*K5*K7 + 8*K2*K6*K8 - 608*K3**4 - 160*K3**2*K4**2 - 32*K3**2*K6**2 + 608*K3**2*K6 - 4108*K3**2 + 176*K3*K4*K7 + 16*K3*K6*K9 - 8*K4**2*K6**2 - 1938*K4**2 - 576*K5**2 - 306*K6**2 - 96*K7**2 - 10*K8**2 + 6426,['6.20'],t^{7} + 148 t^{5} + 89 t^{3} + 6 t,['6.20'],"['6.81570', '6.81573', '6.81651', '6.81653', '6.81729', '6.81731', '6.81862', '6.81868', '6.82235', '6.82239', '6.82384', '6.82388', '6.82498', '6.82502', '6.82577', '6.82582', '6.83164', '6.83166', '6.83589', '6.83591', '6.84130', '6.84136', '6.84333', '6.84337', '6.84564', '6.84572', '6.86471', '6.86475', '6.88733', '6.88737', '6.88907', '6.88919']"
6.21,O1O2O3O4O5O6U1U3U5U4U6U2,"[0, 0, 0]",O1O2O3O4O5O6U5U1U3U2U4U6,O1O2O3O4O5O6U1U6U2U4U3U5,O1O2O3O4O5O6U2U4U3U5U1U6,{'O1O2O3O4O5O6U1U3U5U4U6U2'},"[-5, -2, 1, 1, 1, 4, 1, 2, 3, 5, 4, 1, 2, 3, 3, 0, 0, 1, 0, 2, 3]",['6.21'],-864*K1**3*K3 - 384*K1**2*K2**2 + 640*K1**2*K2*K3**2 + 64*K1**2*K2*K6**2 + 2832*K1**2*K2 - 1888*K1**2*K3**2 - 192*K1**2*K3*K5 - 64*K1**2*K4*K6 - 112*K1**2*K6**2 - 3784*K1**2 + 512*K1*K2**3*K3 - 1216*K1*K2**2*K3 + 256*K1*K2*K3**3 - 672*K1*K2*K3*K4 + 32*K1*K2*K3*K6**2 - 160*K1*K2*K3*K6 + 5464*K1*K2*K3 - 64*K1*K2*K5*K6 - 128*K1*K3**2*K5 - 32*K1*K3*K4*K6 + 2048*K1*K3*K4 + 160*K1*K4*K5 + 184*K1*K5*K6 + 64*K1*K6*K7 - 256*K2**4*K3**2 - 32*K2**4*K6**2 - 208*K2**4 + 128*K2**3*K3*K5 + 64*K2**3*K4*K6 - 32*K2**3*K6 + 256*K2**2*K3**2*K4 - 1376*K2**2*K3**2 - 64*K2**2*K3*K7 - 48*K2**2*K4**2 + 32*K2**2*K4*K6**2 + 624*K2**2*K4 - 104*K2**2*K6**2 - 2688*K2**2 - 64*K2*K3**2*K4 - 64*K2*K3*K4*K5 + 1072*K2*K3*K5 - 32*K2*K4**2*K6 + 248*K2*K4*K6 + 32*K2*K6*K8 - 320*K3**4 - 64*K3**2*K4**2 - 32*K3**2*K6**2 + 328*K3**2*K6 - 2088*K3**2 + 40*K3*K4*K7 + 8*K3*K6*K9 - 8*K4**2*K6**2 - 566*K4**2 - 196*K5**2 - 144*K6**2 - 4*K7**2 - 2*K8**2 + 2862,['6.21'],t^{7} + 140 t^{5} + 85 t^{3} + 4 t,['6.21'],"['6.19920', '6.19928', '6.21149', '6.21154', '6.26851', '6.26867', '6.28623', '6.28633', '6.38283', '6.38299', '6.40413', '6.40424', '6.45154', '6.45162', '6.46999', '6.47005', '6.56703', '6.56710', '6.57791', '6.57798', '6.61110', '6.61118', '6.62361', '6.62373', '6.66389', '6.66397', '6.67151', '6.67164', '6.69048', '6.69052', '6.69836', '6.69843']"
6.22,O1O2O3O4O5O6U1U3U5U6U2U4,"[0, 0, 0]",O1O2O3O4O5O6U3U5U1U2U4U6,O1O2O3O4O5O6U1U5U2U6U3U4,O1O2O3O4O5O6U3U4U1U5U2U6,{'O1O2O3O4O5O6U1U3U5U6U2U4'},"[-5, -2, 0, 1, 3, 3, 1, 4, 2, 3, 5, 2, 1, 2, 3, 0, 2, 2, 1, 1, -1]",['6.22'],-16*K1**4 + 96*K1**3*K2*K3 - 192*K1**2*K2**2*K3**2 - 976*K1**2*K2**2 + 296*K1**2*K2 - 288*K1**2*K3**2 - 832*K1**2 + 128*K1*K2**3*K3**3 + 1120*K1*K2**3*K3 + 256*K1*K2*K3**3 + 2192*K1*K2*K3 + 200*K1*K3*K4 + 48*K1*K5*K6 - 512*K2**4*K3**2 - 32*K2**4*K6**2 - 584*K2**4 + 320*K2**3*K3*K5 + 64*K2**3*K4*K6 + 32*K2**3*K6*K8 - 128*K2**2*K3**4 - 1264*K2**2*K3**2 - 56*K2**2*K4**2 + 72*K2**2*K4 - 64*K2**2*K5**2 - 64*K2**2*K6**2 - 8*K2**2*K8**2 - 380*K2**2 + 32*K2*K3**3*K5 + 624*K2*K3*K5 + 88*K2*K4*K6 + 8*K2*K5*K7 + 32*K2*K6*K8 - 112*K3**4 + 16*K3**2*K6 - 820*K3**2 + 8*K3*K5*K8 - 86*K4**2 - 140*K5**2 - 60*K6**2 - 12*K8**2 + 992,['6.22'],t^{7} + 132 t^{5} + 81 t^{3},['6.22'],"['6.71568', '6.71678', '6.72093', '6.72306', '6.74033', '6.74595', '6.76077', '6.76790', '6.77186', '6.77285', '6.77483', '6.77647', '6.79020', '6.79597', '6.80557', '6.81008', '6.81107', '6.81137', '6.81158', '6.81214', '6.81303', '6.81450', '6.82252', '6.83499', '6.83827', '6.83974', '6.85387', '6.86316', '6.87093', '6.88018', '6.88328', '6.88961']"
6.23,O1O2O3O4O5O6U1U3U5U6U4U2,"[0, 0, 0]",O1O2O3O4O5O6U5U3U1U2U4U6,O1O2O3O4O5O6U1U6U2U5U3U4,O1O2O3O4O5O6U3U4U2U5U1U6,{'O1O2O3O4O5O6U1U3U5U6U4U2'},"[-5, -2, 1, 1, 2, 3, 1, 2, 5, 4, 3, 1, 3, 3, 2, 0, 1, 1, 1, 2, 1]",['6.23'],-128*K1**6 - 256*K1**4*K2**2 + 576*K1**4*K2 - 2320*K1**4 + 512*K1**3*K2*K3 - 512*K1**3*K3 - 320*K1**2*K2**4 + 896*K1**2*K2**3 - 256*K1**2*K2**2*K3**2 + 64*K1**2*K2**2*K4 - 7936*K1**2*K2**2 + 192*K1**2*K2*K3**2 - 704*K1**2*K2*K4 + 10224*K1**2*K2 - 816*K1**2*K3**2 - 64*K1**2*K4**2 - 6624*K1**2 + 2624*K1*K2**3*K3 + 416*K1*K2**2*K3*K4 - 2112*K1*K2**2*K3 + 32*K1*K2**2*K4*K5 + 64*K1*K2**2*K5*K6 - 544*K1*K2**2*K5 + 224*K1*K2*K3**3 - 480*K1*K2*K3*K4 - 192*K1*K2*K3*K6 + 10128*K1*K2*K3 - 128*K1*K2*K4*K5 - 32*K1*K3**2*K5 + 1872*K1*K3*K4 + 168*K1*K4*K5 + 32*K1*K5*K6 - 64*K2**6 - 384*K2**4*K3**2 + 160*K2**4*K4 - 32*K2**4*K6**2 - 3216*K2**4 + 384*K2**3*K3*K5 + 128*K2**3*K4*K6 + 32*K2**3*K6*K8 - 96*K2**3*K6 - 128*K2**2*K3**4 + 64*K2**2*K3**2*K4 + 64*K2**2*K3**2*K6 - 2816*K2**2*K3**2 - 64*K2**2*K3*K7 - 464*K2**2*K4**2 - 32*K2**2*K4*K8 + 3176*K2**2*K4 - 224*K2**2*K5**2 - 128*K2**2*K6**2 - 8*K2**2*K8**2 - 4490*K2**2 + 32*K2*K3**3*K5 - 96*K2*K3**2*K4 + 1816*K2*K3*K5 + 424*K2*K4*K6 + 56*K2*K5*K7 + 32*K2*K6*K8 - 96*K3**4 - 32*K3**2*K4**2 + 80*K3**2*K6 - 2980*K3**2 + 32*K3*K4*K7 - 1092*K4**2 - 300*K5**2 - 78*K6**2 - 8*K7**2 - 4*K8**2 + 5750,['6.23'],t^{7} + 130 t^{5} + 153 t^{3} + 7 t,['6.23'],"['6.19940', '6.19982', '6.21181', '6.21249', '6.26895', '6.27001', '6.28649', '6.28725', '6.38316', '6.38407', '6.40453', '6.40588', '6.45190', '6.45297', '6.47018', '6.47077', '6.56725', '6.56788', '6.57821', '6.57920', '6.61142', '6.61280', '6.62389', '6.62471', '6.66418', '6.66484', '6.67186', '6.67275', '6.69067', '6.69142', '6.69854', '6.69899']"
