name,gcode,diag_sym_type,inv,bar,invbar,r3_orbit,phi_sym,same_phi,cable_arr_poly,same_cable_arr_poly,outPoly,same_outpoly,sameflatknot
6.738,O1O2O3O4U2O5U1U3U4O6U5U6,"[0, 0, 0]",O1O2O3O4U5U6O5U1U2U4O6U3,O1O2O3U4O5O4U1U6U2U3O6U5,O1O2O3U4O5U1U2U5U3O6O4U6,{'O1O2O3O4U2O5U1U3U4O6U5U6'},"[-3, -2, 0, 1, 2, 2, 0, 2, 1, 3, 3, 1, 0, 2, 2, 1, 1, 2, -1, -1, 1]",['6.738'],-256*K1**4*K2**2 + 96*K1**4*K2 - 368*K1**4 + 128*K1**3*K2**3*K3 + 800*K1**3*K2*K3 - 192*K1**3*K3 - 1088*K1**2*K2**4 + 1824*K1**2*K2**3 - 384*K1**2*K2**2*K3**2 - 7472*K1**2*K2**2 + 128*K1**2*K2*K3**2 - 608*K1**2*K2*K4 + 5464*K1**2*K2 - 784*K1**2*K3**2 - 3404*K1**2 - 384*K1*K2**4*K3 + 2016*K1*K2**3*K3 + 480*K1*K2**2*K3*K4 - 1216*K1*K2**2*K3 - 64*K1*K2**2*K5 + 32*K1*K2*K3**3 - 192*K1*K2*K3*K4 + 6864*K1*K2*K3 - 96*K1*K2*K4*K5 + 1128*K1*K3*K4 + 8*K1*K4*K5 + 24*K1*K5*K6 - 192*K2**6 + 384*K2**4*K4 - 1944*K2**4 - 32*K2**3*K6 - 992*K2**2*K3**2 - 248*K2**2*K4**2 + 1312*K2**2*K4 - 1606*K2**2 + 272*K2*K3*K5 + 88*K2*K4*K6 - 1744*K3**2 - 454*K4**2 - 20*K5**2 - 18*K6**2 + 2708,['6.738'],t^{7} + 63 t^{5} + 60 t^{3} + 12 t,['6.738'],"['6.16904', '6.17148', '6.20516', '6.21902', '6.23296', '6.23597', '6.27959', '6.29436', '6.35310', '6.35748', '6.39369', '6.41551', '6.42815', '6.43099', '6.45938', '6.47623', '6.55059', '6.55306', '6.57385', '6.58553', '6.59455', '6.59746', '6.62042', '6.63038', '6.64900', '6.65115', '6.66934', '6.67788', '6.68209', '6.68355', '6.69541', '6.70244']"
6.739,O1O2O3O4U2O5U1U4U3O6U5U6,"[0, 0, 0]",O1O2O3O4U5U6O5U2U1U4O6U3,O1O2O3U4O5O4U1U6U3U2O6U5,O1O2O3U4O5U2U1U5U3O6O4U6,{'O1O2O3O4U2O5U1U4U3O6U5U6'},"[-3, -2, 1, 1, 1, 2, 0, 1, 2, 3, 3, 0, 1, 2, 2, -1, -1, -1, 0, 1, 2]",['6.739'],-448*K1**2*K2**4 + 1824*K1**2*K2**3 + 256*K1**2*K2**2*K4 - 6736*K1**2*K2**2 - 768*K1**2*K2*K4 + 6648*K1**2*K2 - 192*K1**2*K4**2 - 4536*K1**2 + 352*K1*K2**3*K3 - 1536*K1*K2**2*K3 - 96*K1*K2**2*K5 - 192*K1*K2*K3*K4 + 5640*K1*K2*K3 + 832*K1*K3*K4 + 184*K1*K4*K5 - 32*K2**6 + 32*K2**4*K4 - 1376*K2**4 - 112*K2**2*K3**2 - 8*K2**2*K4**2 + 1640*K2**2*K4 - 2736*K2**2 + 128*K2*K3*K5 - 1192*K3**2 - 520*K4**2 - 56*K5**2 + 2998,['6.739'],t^{7} + 60 t^{5} + 60 t^{3} + 15 t,['6.739'],"['6.16996', '6.17238', '6.20527', '6.21923', '6.23404', '6.23713', '6.27981', '6.29450', '6.35468', '6.35914', '6.39385', '6.41574', '6.42905', '6.43205', '6.45962', '6.47639', '6.55171', '6.55416', '6.57397', '6.58572', '6.59554', '6.59893', '6.62066', '6.63051', '6.64975', '6.65184', '6.66943', '6.67802', '6.68268', '6.68423', '6.69557', '6.70253']"
6.740,O1O2O3O4U2O5U1U4U5O6U3U6,"[0, 0, 0]",O1O2O3O4U5U2O5U6U1U4O6U3,O1O2O3U4O5O4U1U6U5U2O6U3,O1O2O3U1O4U2U5U4U3O6O5U6,{'O1O2O3O4U2O5U1U4U5O6U3U6'},"[-3, -2, 1, 1, 1, 2, 0, 1, 2, 4, 2, 1, 1, 2, 1, 0, -1, 0, 1, 1, 1]",['6.740'],-736*K1**4 + 32*K1**3*K2*K3 - 160*K1**3*K3 + 96*K1**2*K2**3 - 2016*K1**2*K2**2 - 128*K1**2*K2*K4 + 4744*K1**2*K2 - 320*K1**2*K3**2 - 3968*K1**2 - 576*K1*K2**2*K3 - 32*K1*K2*K3*K4 + 3504*K1*K2*K3 + 824*K1*K3*K4 + 64*K1*K4*K5 - 80*K2**4 - 96*K2**2*K3**2 - 8*K2**2*K4**2 + 440*K2**2*K4 - 2854*K2**2 + 224*K2*K3*K5 + 16*K2*K4*K6 + 24*K3**2*K6 - 1368*K3**2 - 400*K4**2 - 112*K5**2 - 18*K6**2 + 2902,['6.740'],t^{7} + 56 t^{5} + 89 t^{3} + 4 t,['6.740'],"['6.11231', '6.11312', '6.12496', '6.12609', '6.18211', '6.18547', '6.24675', '6.25097', '6.30909', '6.31034', '6.32097', '6.32218', '6.36805', '6.37263', '6.44049', '6.44390', '6.51993', '6.52090', '6.52874', '6.52923', '6.56016', '6.56291', '6.60561', '6.60902', '6.63648', '6.63695', '6.64080', '6.64127', '6.65681', '6.65972', '6.68730', '6.68939']"
6.741,O1O2O3O4U2O5U1U5U4O6U3U6,"[0, 0, 0]",O1O2O3O4U5U2O5U1U6U4O6U3,O1O2O3U4O5O4U1U6U5U3O6U2,O1O2O3U2O4U1U5U4U3O6O5U6,{'O1O2O3O4U2O5U1U5U4O6U3U6'},"[-3, -2, 1, 1, 1, 2, 0, 1, 1, 4, 3, 0, 1, 2, 1, 0, 0, 0, -1, 0, 0]",['6.741'],-192*K1**6 - 192*K1**4*K2**2 + 896*K1**4*K2 - 4272*K1**4 + 512*K1**3*K2*K3 + 32*K1**3*K3*K4 - 640*K1**3*K3 - 5712*K1**2*K2**2 - 288*K1**2*K2*K4 + 10376*K1**2*K2 - 1040*K1**2*K3**2 - 80*K1**2*K4**2 - 5748*K1**2 - 800*K1*K2**2*K3 - 32*K1*K2**2*K5 - 224*K1*K2*K3*K4 + 8280*K1*K2*K3 + 1776*K1*K3*K4 + 264*K1*K4*K5 + 32*K1*K5*K6 - 1216*K2**4 - 560*K2**2*K3**2 - 24*K2**2*K4**2 + 1768*K2**2*K4 - 5170*K2**2 + 704*K2*K3*K5 + 56*K2*K4*K6 - 2812*K3**2 - 1044*K4**2 - 280*K5**2 - 38*K6**2 + 5666,['6.741'],t^{7} + 54 t^{5} + 105 t^{3} + 7 t,['6.741'],"['6.11259', '6.11339', '6.12524', '6.12637', '6.17611', '6.18927', '6.19005', '6.19340', '6.19635', '6.24064', '6.24158', '6.25521', '6.25622', '6.26116', '6.26536', '6.30941', '6.31066', '6.32121', '6.32242', '6.36408', '6.37668', '6.37717', '6.43506', '6.44777', '6.52025', '6.52115', '6.52939', '6.56492', '6.56656', '6.65388', '6.66122', '6.66158']"
6.742,O1O2O3O4U2O5U1U6U3O6U5U4,"[0, 0, 0]",O1O2O3O4U1U5O6U2U6U4O5U3,O1O2O3U2O4O5U1U6U3U5O6U4,O1O2O3U4O5U6U1U5U3O6O4U2,{'O1O2O3O4U2O5U1U6U3O6U5U4'},"[-3, -2, -1, 1, 2, 3, 0, 1, 3, 2, 4, 0, 2, 1, 2, 1, 1, 2, 1, 2, 0]",['6.742'],-64*K1**6 - 64*K1**4*K2**2 + 576*K1**4*K2 - 3328*K1**4 + 288*K1**3*K2*K3 - 896*K1**3*K3 + 96*K1**2*K2**2*K4 - 2976*K1**2*K2**2 - 544*K1**2*K2*K4 + 7704*K1**2*K2 - 832*K1**2*K3**2 - 32*K1**2*K3*K5 - 128*K1**2*K4**2 - 4708*K1**2 - 352*K1*K2**2*K3 - 96*K1*K2**2*K5 - 96*K1*K2*K3*K4 + 5832*K1*K2*K3 + 1432*K1*K3*K4 + 200*K1*K4*K5 + 16*K1*K5*K6 - 304*K2**4 - 96*K2**2*K3**2 - 16*K2**2*K4**2 + 856*K2**2*K4 - 4036*K2**2 + 192*K2*K3*K5 + 16*K2*K4*K6 - 2020*K3**2 - 664*K4**2 - 104*K5**2 - 12*K6**2 + 4158,['6.742'],t^{7} + 78 t^{5} + 47 t^{3} + 4 t,['6.742'],"['6.20001', '6.20086', '6.21271', '6.21368', '6.27048', '6.27147', '6.28751', '6.28836', '6.38449', '6.38552', '6.40636', '6.40749', '6.45329', '6.45448', '6.47096', '6.47190', '6.56816', '6.56891', '6.57948', '6.58029', '6.61330', '6.61417', '6.62504', '6.62574', '6.66536', '6.66599', '6.67323', '6.67390', '6.69178', '6.69247', '6.69927', '6.69988']"
6.743,O1O2O3O4U2O5U1U6U4O6U5U3,"[0, 0, 0]",O1O2O3O4U2U5O6U1U6U4O5U3,O1O2O3U2O4O5U1U6U5U3O6U4,O1O2O3U4O5U1U6U5U3O6O4U2,{'O1O2O3O4U2O5U1U6U4O6U5U3'},"[-3, -2, -1, 2, 2, 2, 0, 2, 2, 2, 4, 1, 1, 1, 2, 2, 2, 3, 0, -1, 0]",['6.743'],-320*K1**4*K2**2 + 1504*K1**4*K2 - 3664*K1**4 - 128*K1**3*K2**2*K3 + 1056*K1**3*K2*K3 + 32*K1**3*K3*K4 - 640*K1**3*K3 + 640*K1**2*K2**3 + 128*K1**2*K2**2*K4 - 7536*K1**2*K2**2 + 64*K1**2*K2*K3**2 - 736*K1**2*K2*K4 + 11064*K1**2*K2 - 1040*K1**2*K3**2 - 32*K1**2*K4**2 - 7184*K1**2 + 576*K1*K2**3*K3 - 1664*K1*K2**2*K3 - 384*K1*K2**2*K5 - 288*K1*K2*K3*K4 + 10256*K1*K2*K3 + 1648*K1*K3*K4 + 128*K1*K4*K5 - 64*K2**6 + 192*K2**4*K4 - 1456*K2**4 - 64*K2**3*K6 - 880*K2**2*K3**2 - 168*K2**2*K4**2 + 2200*K2**2*K4 - 6210*K2**2 - 64*K2*K3**2*K4 + 888*K2*K3*K5 + 152*K2*K4*K6 - 32*K3**4 + 64*K3**2*K6 - 3252*K3**2 - 880*K4**2 - 204*K5**2 - 46*K6**2 + 6342,['6.743'],t^{7} + 79 t^{5} + 58 t^{3} + 3 t,['6.743'],"['6.17111', '6.17354', '6.20570', '6.21978', '6.23502', '6.23841', '6.28033', '6.29491', '6.35655', '6.36092', '6.39446', '6.41645', '6.43015', '6.43327', '6.46030', '6.47696', '6.55250', '6.55502', '6.57452', '6.58618', '6.59652', '6.60000', '6.62123', '6.63089', '6.65056', '6.65251', '6.66986', '6.67850', '6.68317', '6.68467', '6.69602', '6.70294']"
6.744,O1O2O3O4U2O5U1U6U5O6U3U4,"[0, 0, 0]",O1O2O3O4U1U2O5U6U5U4O6U3,O1O2O3U2O4O5U1U6U4U5O6U3,O1O2O3U1O4U5U6U4U3O5O6U2,{'O1O2O3O4U2O5U1U6U5O6U3U4'},"[-3, -2, -1, 1, 2, 3, -1, 1, 4, 2, 4, 1, 2, 0, 1, 2, 1, 3, 2, 2, 0]",['6.744'],-448*K1**4*K2**2 + 640*K1**4*K2 - 976*K1**4 + 128*K1**3*K2**3*K3 - 384*K1**3*K2**2*K3 + 1056*K1**3*K2*K3 - 896*K1**3*K3 - 320*K1**2*K2**4 + 3136*K1**2*K2**3 - 128*K1**2*K2**2*K3**2 - 10176*K1**2*K2**2 - 640*K1**2*K2*K4 + 8784*K1**2*K2 - 400*K1**2*K3**2 - 5640*K1**2 + 1792*K1*K2**3*K3 - 1408*K1*K2**2*K3 - 224*K1*K2**2*K5 + 32*K1*K2*K3**3 - 160*K1*K2*K3*K4 + 8392*K1*K2*K3 + 336*K1*K3*K4 + 56*K1*K4*K5 - 32*K2**6 + 32*K2**4*K4 - 2864*K2**4 - 1024*K2**2*K3**2 - 16*K2**2*K4**2 + 1664*K2**2*K4 - 2502*K2**2 + 408*K2*K3*K5 + 8*K2*K4*K6 - 1876*K3**2 - 216*K4**2 - 60*K5**2 - 2*K6**2 + 3926,['6.744'],t^{7} + 94 t^{5} + 114 t^{3} + 14 t,['6.744'],"['6.4725', '6.5044', '6.6254', '6.6702', '6.8222', '6.8662', '6.9606', '6.9931', '6.20295', '6.21628', '6.27587', '6.29139', '6.39009', '6.41257', '6.45773', '6.47450', '6.48757', '6.48958', '6.49558', '6.49772', '6.50767', '6.50971', '6.51246', '6.51453', '6.57154', '6.58338', '6.61776', '6.62895', '6.66775', '6.67651', '6.69419', '6.70141']"
6.745,O1O2O3O4U2O5U1U6U5O6U4U3,"[0, 0, 0]",O1O2O3O4U2U1O5U6U5U4O6U3,O1O2O3U2O4O5U1U6U5U4O6U3,O1O2O3U1O4U5U6U4U3O6O5U2,{'O1O2O3O4U2O5U1U6U5O6U4U3'},"[-3, -2, -1, 2, 2, 2, 0, 2, 1, 3, 4, 2, 0, 1, 2, 2, 3, 3, -1, -1, 0]",['6.745'],32*K1**4*K2 - 128*K1**4 - 192*K1**2*K2**4 + 1024*K1**2*K2**3 + 128*K1**2*K2**2*K4 - 5392*K1**2*K2**2 - 608*K1**2*K2*K4 + 6296*K1**2*K2 - 64*K1**2*K4**2 - 4712*K1**2 + 352*K1*K2**3*K3 - 672*K1*K2**2*K3 - 96*K1*K2**2*K5 + 4776*K1*K2*K3 + 392*K1*K3*K4 + 24*K1*K4*K5 - 32*K2**6 + 32*K2**4*K4 - 1088*K2**4 - 240*K2**2*K3**2 - 8*K2**2*K4**2 + 1048*K2**2*K4 - 2664*K2**2 + 80*K2*K3*K5 - 1000*K3**2 - 264*K4**2 + 2974,['6.745'],t^{7} + 89 t^{5} + 131 t^{3} + 10 t,['6.745'],"['6.4741', '6.5069', '6.6277', '6.6718', '6.8238', '6.8687', '6.9629', '6.9947', '6.20648', '6.22079', '6.28134', '6.29563', '6.39572', '6.41803', '6.46187', '6.47805', '6.48773', '6.48983', '6.49581', '6.49788', '6.50783', '6.50996', '6.51269', '6.51469', '6.57564', '6.58734', '6.62238', '6.63184', '6.67042', '6.67915', '6.69667', '6.70348']"
6.746,O1O2O3O4U2O5U3U1U4O6U5U6,"[0, 0, 0]",O1O2O3O4U5U6O5U1U4U2O6U3,O1O2O3U4O5O4U2U6U1U3O6U5,O1O2O3U4O5U1U3U5U2O6O4U6,{'O1O2O3O4U2O5U3U1U4O6U5U6'},"[-2, -2, -1, 1, 2, 2, -1, -1, 1, 2, 3, -1, 2, 2, 3, 1, 0, 1, 1, 1, -1]",['6.746'],-64*K1**6 + 672*K1**4*K2 - 3504*K1**4 + 512*K1**3*K2*K3 + 32*K1**3*K3*K4 - 960*K1**3*K3 - 192*K1**2*K2**4 + 416*K1**2*K2**3 + 224*K1**2*K2**2*K4 - 4640*K1**2*K2**2 + 32*K1**2*K2*K3**2 - 672*K1**2*K2*K4 + 9688*K1**2*K2 - 1008*K1**2*K3**2 - 112*K1**2*K4**2 - 6228*K1**2 + 288*K1*K2**3*K3 - 608*K1*K2**2*K3 - 256*K1*K2**2*K5 - 96*K1*K2*K3*K4 + 7384*K1*K2*K3 + 1368*K1*K3*K4 + 96*K1*K4*K5 - 32*K2**6 + 64*K2**4*K4 - 752*K2**4 - 32*K2**3*K6 - 192*K2**2*K3**2 - 16*K2**2*K4**2 + 1120*K2**2*K4 - 4878*K2**2 + 192*K2*K3*K5 + 16*K2*K4*K6 - 2332*K3**2 - 588*K4**2 - 40*K5**2 - 2*K6**2 + 5098,['6.746'],t^{7} + 57 t^{5} + 55 t^{3} + 6 t,['6.746'],"['6.16932', '6.17174', '6.20545', '6.21946', '6.23331', '6.23625', '6.28003', '6.29470', '6.35374', '6.35795', '6.39411', '6.41604', '6.42851', '6.43130', '6.45991', '6.47667', '6.55095', '6.55350', '6.57425', '6.58596', '6.59496', '6.59791', '6.62096', '6.63074', '6.64946', '6.65153', '6.66965', '6.67826', '6.68238', '6.68380', '6.69580', '6.70277']"
6.747,O1O2O3O4U2O5U3U1U5O6U4U6,"[0, 0, 0]",O1O2O3O4U5U1O5U6U4U2O6U3,O1O2O3U4O5O4U2U6U1U5O6U3,O1O2O3U1O4U5U3U4U2O6O5U6,{'O1O2O3O4U2O5U3U1U5O6U4U6'},"[-2, -2, -1, 1, 2, 2, -1, 0, 2, 2, 3, 0, 2, 0, 2, 1, 1, 2, 2, 1, 0]",['6.747'],-64*K1**6 - 64*K1**4*K2**2 + 1504*K1**4*K2 - 4608*K1**4 + 448*K1**3*K2*K3 - 832*K1**3*K3 + 832*K1**2*K2**3 - 7888*K1**2*K2**2 + 64*K1**2*K2*K3**2 - 224*K1**2*K2*K4 + 12816*K1**2*K2 - 512*K1**2*K3**2 - 6668*K1**2 + 256*K1*K2**3*K3 - 1312*K1*K2**2*K3 - 96*K1*K2**2*K5 - 64*K1*K2*K3*K4 + 7776*K1*K2*K3 + 600*K1*K3*K4 + 16*K1*K4*K5 - 32*K2**6 + 64*K2**4*K4 - 1152*K2**4 - 32*K2**3*K6 - 272*K2**2*K3**2 - 16*K2**2*K4**2 + 1224*K2**2*K4 - 5110*K2**2 + 160*K2*K3*K5 + 16*K2*K4*K6 - 1848*K3**2 - 280*K4**2 - 20*K5**2 - 2*K6**2 + 5318,['6.747'],t^{7} + 55 t^{5} + 70 t^{3} + 7 t,['6.747'],"['6.16567', '6.16660', '6.18124', '6.18460', '6.22970', '6.23091', '6.24583', '6.24996', '6.34967', '6.35088', '6.36722', '6.37141', '6.42540', '6.42651', '6.43994', '6.44306', '6.54814', '6.54895', '6.55942', '6.56238', '6.59246', '6.59320', '6.60480', '6.60842', '6.64796', '6.64861', '6.65603', '6.65910', '6.68098', '6.68163', '6.68678', '6.68889']"
6.748,O1O2O3O4U2O5U3U6U1O6U4U5,"[0, 0, 0]",O1O2O3O4U5U1O6U4U6U2O5U3,O1O2O3U2O4O5U3U6U1U4O6U5,O1O2O3U4O5U6U3U5U1O4O6U2,{'O1O2O3O4U2O5U3U6U1O6U4U5'},"[-3, -2, 1, 1, 1, 2, 0, 1, 2, 2, 3, 1, 1, 2, 2, -1, -1, -1, 1, 0, 0]",['6.748'],-256*K1**4*K2**2 + 864*K1**4*K2 - 1536*K1**4 + 192*K1**3*K2*K3 - 256*K1**3*K3 - 192*K1**2*K2**4 + 800*K1**2*K2**3 - 5712*K1**2*K2**2 - 192*K1**2*K2*K4 + 8096*K1**2*K2 - 5320*K1**2 + 288*K1*K2**3*K3 - 640*K1*K2**2*K3 - 32*K1*K2**2*K5 + 4936*K1*K2*K3 + 144*K1*K3*K4 - 32*K2**6 + 32*K2**4*K4 - 560*K2**4 - 112*K2**2*K3**2 - 8*K2**2*K4**2 + 576*K2**2*K4 - 3464*K2**2 + 24*K2*K3*K5 - 1096*K3**2 - 124*K4**2 + 3578,['6.748'],t^{7} + 64 t^{5} + 99 t^{3} + 10 t,['6.748'],"['6.11429', '6.11724', '6.12739', '6.13082', '6.20335', '6.21677', '6.27636', '6.29181', '6.31180', '6.31521', '6.32344', '6.32761', '6.39070', '6.41328', '6.45822', '6.47494', '6.52194', '6.52451', '6.53021', '6.53337', '6.57194', '6.58410', '6.61805', '6.62930', '6.63764', '6.63874', '6.64188', '6.64374', '6.66809', '6.67678', '6.69446', '6.70169']"
6.749,O1O2O3O4U2O5U3U6U1O6U5U4,"[0, 0, 0]",O1O2O3O4U1U5O6U4U6U2O5U3,O1O2O3U2O4O5U3U6U1U5O6U4,O1O2O3U4O5U6U3U5U1O6O4U2,{'O1O2O3O4U2O5U3U6U1O6U5U4'},"[-3, -2, 1, 1, 1, 2, 0, 2, 3, 3, 2, 1, 1, 2, 1, 1, -1, 1, -1, 1, 2]",['6.749'],-64*K1**6 + 160*K1**4*K2 - 2032*K1**4 + 32*K1**3*K2*K3 - 160*K1**3*K3 + 128*K1**2*K2**3 - 3488*K1**2*K2**2 - 128*K1**2*K2*K4 + 6264*K1**2*K2 - 560*K1**2*K3**2 - 48*K1**2*K4**2 - 3660*K1**2 - 832*K1*K2**2*K3 + 4992*K1*K2*K3 + 968*K1*K3*K4 + 40*K1*K4*K5 - 224*K2**4 - 160*K2**2*K3**2 - 8*K2**2*K4**2 + 560*K2**2*K4 - 3086*K2**2 + 120*K2*K3*K5 + 8*K2*K4*K6 - 1544*K3**2 - 344*K4**2 - 28*K5**2 - 2*K6**2 + 3094,['6.749'],t^{7} + 62 t^{5} + 105 t^{3} + 4 t,['6.749'],"['6.11521', '6.11852', '6.12867', '6.13174', '6.20360', '6.21703', '6.27660', '6.29206', '6.31296', '6.31691', '6.32450', '6.32865', '6.39102', '6.41358', '6.45854', '6.47517', '6.52304', '6.52568', '6.53144', '6.53448', '6.57219', '6.58442', '6.61829', '6.62962', '6.63813', '6.63945', '6.64255', '6.64451', '6.66832', '6.67702', '6.69468', '6.70192']"
6.750,O1O2O3O4U2O5U3U6U4O6U1U5,"[0, 0, 0]",O1O2O3O4U5U4O6U1U6U2O5U3,O1O2O3U2O4O5U4U6U1U3O6U5,O1O2O3U4O5U1U3U5U6O4O6U2,{'O1O2O3O4U2O5U3U6U4O6U1U5'},"[-3, -2, 1, 1, 1, 2, 0, 2, 3, 3, 2, 1, 2, 3, 2, 0, 0, 1, 0, 1, 2]",['6.750'],-64*K1**6 - 64*K1**4*K2**2 + 1248*K1**4*K2 - 4544*K1**4 + 480*K1**3*K2*K3 + 32*K1**3*K3*K4 - 1216*K1**3*K3 - 192*K1**2*K2**4 + 480*K1**2*K2**3 + 224*K1**2*K2**2*K4 - 5744*K1**2*K2**2 + 64*K1**2*K2*K3**2 - 768*K1**2*K2*K4 + 10608*K1**2*K2 - 1344*K1**2*K3**2 - 64*K1**2*K3*K5 - 80*K1**2*K4**2 - 5388*K1**2 + 320*K1*K2**3*K3 - 576*K1*K2**2*K3 - 32*K1*K2**2*K5 + 64*K1*K2*K3**3 - 352*K1*K2*K3*K4 + 7688*K1*K2*K3 - 32*K1*K3**2*K5 + 1392*K1*K3*K4 + 104*K1*K4*K5 - 32*K2**6 + 64*K2**4*K4 - 1264*K2**4 - 688*K2**2*K3**2 - 56*K2**2*K4**2 + 1304*K2**2*K4 - 4244*K2**2 + 536*K2*K3*K5 + 24*K2*K4*K6 - 64*K3**4 + 48*K3**2*K6 - 1992*K3**2 - 472*K4**2 - 84*K5**2 - 12*K6**2 + 4686,['6.750'],t^{7} + 70 t^{5} + 75 t^{3} + 10 t,['6.750'],"['6.13886', '6.13981', '6.14121', '6.14342', '6.14957', '6.15078', '6.15571', '6.16041', '6.16301', '6.16326', '6.17425', '6.22612', '6.22645', '6.23933', '6.33697', '6.33772', '6.34134', '6.34255', '6.34600', '6.36202', '6.36229', '6.42297', '6.53872', '6.53913', '6.54096', '6.54417', '6.54584', '6.55569', '6.59027', '6.59056', '6.60059', '6.64556']"
6.751,O1O2O3O4U2O5U3U6U5O6U1U4,"[0, 0, 0]",O1O2O3O4U1U4O5U6U5U2O6U3,O1O2O3U2O4O5U4U6U1U5O6U3,O1O2O3U1O4U5U3U4U6O5O6U2,{'O1O2O3O4U2O5U3U6U5O6U1U4'},"[-3, -2, 1, 1, 1, 2, -1, 2, 3, 4, 2, 1, 2, 2, 1, 0, 0, 1, 0, 1, 2]",['6.751'],-64*K1**6 - 448*K1**4*K2**2 + 4032*K1**4*K2 - 6512*K1**4 + 512*K1**3*K2*K3 + 64*K1**3*K3*K4 - 2272*K1**3*K3 - 192*K1**2*K2**4 + 1248*K1**2*K2**3 + 224*K1**2*K2**2*K4 - 6768*K1**2*K2**2 - 992*K1**2*K2*K4 + 11864*K1**2*K2 - 880*K1**2*K3**2 - 160*K1**2*K3*K5 - 176*K1**2*K4**2 - 32*K1**2*K4*K6 - 6308*K1**2 + 128*K1*K2**3*K3 - 864*K1*K2**2*K3 - 128*K1*K2**2*K5 - 320*K1*K2*K3*K4 + 7888*K1*K2*K3 - 32*K1*K2*K4*K5 + 2096*K1*K3*K4 + 496*K1*K4*K5 + 48*K1*K5*K6 - 32*K2**6 + 32*K2**4*K4 - 640*K2**4 - 112*K2**2*K3**2 - 56*K2**2*K4**2 + 1080*K2**2*K4 - 4980*K2**2 + 280*K2*K3*K5 + 48*K2*K4*K6 - 2416*K3**2 - 960*K4**2 - 204*K5**2 - 20*K6**2 + 5526,['6.751'],t^{7} + 70 t^{5} + 38 t^{3} + 4 t,['6.751'],"['6.4083', '6.4116', '6.5325', '6.5358', '6.7445', '6.7476', '6.8948', '6.8981', '6.10111', '6.10276', '6.10301', '6.14534', '6.15285', '6.15412', '6.15754', '6.16169', '6.29851', '6.29884', '6.33923', '6.34005', '6.34209', '6.34387', '6.48467', '6.49172', '6.50213', '6.50242', '6.51587', '6.53982', '6.54038', '6.54174', '6.54483', '6.63300']"
6.752,O1O2O3O4U2O5U4U1U3O6U5U6,"[0, 0, 0]",O1O2O3O4U5U6O5U2U4U1O6U3,O1O2O3U4O5O4U6U1U3O6U2U5,O1O2O3U4O5U3U1U5U2O6O4U6,"{'O1O2O3O4U2O5U4U1U3O6U5U6', 'O1O2O3U1O4O5U2U4U3O6U5U6'}","[-2, -2, 0, 1, 1, 2, -1, 1, 1, 2, 3, 1, 0, 2, 2, 1, 0, 1, -1, -1, 2]",['6.752'],96*K1**4*K2 - 1008*K1**4 + 32*K1**3*K2*K3 - 608*K1**3*K3 - 960*K1**2*K2**2 - 96*K1**2*K2*K4 + 3408*K1**2*K2 - 368*K1**2*K3**2 - 2640*K1**2 - 32*K1*K2**2*K3 + 2752*K1*K2*K3 + 384*K1*K3*K4 - 56*K2**4 + 144*K2**2*K4 - 1888*K2**2 - 960*K3**2 - 130*K4**2 + 1928,['6.752'],t^{7} + 47 t^{5} + 33 t^{3} + 3 t,['6.752'],"['6.16491', '6.16584', '6.18092', '6.18430', '6.22922', '6.23019', '6.23480', '6.23819', '6.24543', '6.24962', '6.35008', '6.35629', '6.36682', '6.37106', '6.39459', '6.41660', '6.42468', '6.42581', '6.43962', '6.44279', '6.46047', '6.47715', '6.54734', '6.54831', '6.56210', '6.57465', '6.59198', '6.59263', '6.59646', '6.59994', '6.60809', '6.62140', '6.64813', '6.65046', '6.65566', '6.65878', '6.68050', '6.68115', '6.68648', '6.68863']"
